X,CH1,Start,Increment,
Sequence,Volt,-3.000000e-06,1.000000e-09
0,-2.16e+00,
1,-2.16e+00,
2,-2.20e+00,
3,-2.12e+00,
4,-2.16e+00,
5,-2.12e+00,
6,-2.00e+00,
7,-2.00e+00,
8,-2.04e+00,
9,-2.16e+00,
10,-2.32e+00,
11,-2.36e+00,
12,-2.36e+00,
13,-2.24e+00,
14,-2.16e+00,
15,-2.04e+00,
16,-1.88e+00,
17,-1.80e+00,
18,-1.80e+00,
19,-1.80e+00,
20,-1.88e+00,
21,-1.96e+00,
22,-2.00e+00,
23,-2.04e+00,
24,-2.04e+00,
25,-2.00e+00,
26,-2.04e+00,
27,-2.00e+00,
28,-2.12e+00,
29,-2.16e+00,
30,-2.20e+00,
31,-2.24e+00,
32,-2.20e+00,
33,-2.16e+00,
34,-2.20e+00,
35,-2.16e+00,
36,-2.16e+00,
37,-2.12e+00,
38,-2.12e+00,
39,-2.12e+00,
40,-2.12e+00,
41,-2.04e+00,
42,-2.12e+00,
43,-2.04e+00,
44,-2.04e+00,
45,-2.00e+00,
46,-1.96e+00,
47,-1.96e+00,
48,-1.84e+00,
49,-1.84e+00,
50,-2.00e+00,
51,-2.04e+00,
52,-2.24e+00,
53,-2.32e+00,
54,-2.32e+00,
55,-2.24e+00,
56,-2.16e+00,
57,-2.04e+00,
58,-2.00e+00,
59,-1.88e+00,
60,-1.96e+00,
61,-1.96e+00,
62,-2.00e+00,
63,-2.04e+00,
64,-2.12e+00,
65,-2.12e+00,
66,-2.16e+00,
67,-2.00e+00,
68,-2.04e+00,
69,-2.04e+00,
70,-2.04e+00,
71,-2.16e+00,
72,-2.16e+00,
73,-2.16e+00,
74,-2.16e+00,
75,-2.12e+00,
76,-2.04e+00,
77,-2.00e+00,
78,-1.96e+00,
79,-1.96e+00,
80,-1.88e+00,
81,-1.88e+00,
82,-2.00e+00,
83,-2.00e+00,
84,-2.12e+00,
85,-2.04e+00,
86,-2.04e+00,
87,-2.04e+00,
88,-2.00e+00,
89,-1.88e+00,
90,-2.00e+00,
91,-2.04e+00,
92,-2.24e+00,
93,-2.36e+00,
94,-2.48e+00,
95,-2.48e+00,
96,-2.40e+00,
97,-2.24e+00,
98,-2.20e+00,
99,-2.04e+00,
100,-2.04e+00,
101,-2.00e+00,
102,-2.00e+00,
103,-2.04e+00,
104,-2.12e+00,
105,-2.12e+00,
106,-2.16e+00,
107,-2.04e+00,
108,-2.04e+00,
109,-1.96e+00,
110,-1.96e+00,
111,-1.96e+00,
112,-2.00e+00,
113,-2.00e+00,
114,-2.04e+00,
115,-2.00e+00,
116,-2.00e+00,
117,-1.96e+00,
118,-1.96e+00,
119,-1.88e+00,
120,-1.88e+00,
121,-1.88e+00,
122,-2.00e+00,
123,-2.04e+00,
124,-2.16e+00,
125,-2.20e+00,
126,-2.20e+00,
127,-2.16e+00,
128,-2.12e+00,
129,-2.04e+00,
130,-2.04e+00,
131,-1.96e+00,
132,-2.00e+00,
133,-2.04e+00,
134,-2.16e+00,
135,-2.24e+00,
136,-2.32e+00,
137,-2.32e+00,
138,-2.32e+00,
139,-2.20e+00,
140,-2.16e+00,
141,-2.00e+00,
142,-1.88e+00,
143,-1.84e+00,
144,-1.80e+00,
145,-1.80e+00,
146,-1.88e+00,
147,-1.88e+00,
148,-2.00e+00,
149,-1.96e+00,
150,-1.96e+00,
151,-2.00e+00,
152,-2.04e+00,
153,-2.12e+00,
154,-2.24e+00,
155,-2.24e+00,
156,-2.32e+00,
157,-2.20e+00,
158,-2.16e+00,
159,-2.16e+00,
160,-2.12e+00,
161,-2.04e+00,
162,-2.12e+00,
163,-2.04e+00,
164,-2.16e+00,
165,-2.12e+00,
166,-2.12e+00,
167,-2.12e+00,
168,-2.04e+00,
169,-2.00e+00,
170,-2.04e+00,
171,-1.96e+00,
172,-1.88e+00,
173,-1.88e+00,
174,-2.00e+00,
175,-2.12e+00,
176,-2.20e+00,
177,-2.24e+00,
178,-2.32e+00,
179,-2.16e+00,
180,-2.12e+00,
181,-1.96e+00,
182,-1.88e+00,
183,-1.84e+00,
184,-1.84e+00,
185,-1.88e+00,
186,-2.04e+00,
187,-2.12e+00,
188,-2.20e+00,
189,-2.20e+00,
190,-2.12e+00,
191,-2.04e+00,
192,-2.00e+00,
193,-2.00e+00,
194,-2.04e+00,
195,-2.04e+00,
196,-2.16e+00,
197,-2.12e+00,
198,-2.12e+00,
199,-2.04e+00,
200,-2.00e+00,
201,-1.96e+00,
202,-1.96e+00,
203,-1.88e+00,
204,-1.96e+00,
205,-1.96e+00,
206,-2.00e+00,
207,-2.04e+00,
208,-2.04e+00,
209,-2.04e+00,
210,-2.12e+00,
211,-2.04e+00,
212,-2.04e+00,
213,-1.96e+00,
214,-1.96e+00,
215,-2.00e+00,
216,-2.12e+00,
217,-2.20e+00,
218,-2.40e+00,
219,-2.40e+00,
220,-2.48e+00,
221,-2.36e+00,
222,-2.24e+00,
223,-2.16e+00,
224,-2.00e+00,
225,-1.88e+00,
226,-1.96e+00,
227,-1.88e+00,
228,-1.96e+00,
229,-2.00e+00,
230,-2.00e+00,
231,-2.04e+00,
232,-1.96e+00,
233,-1.88e+00,
234,-1.96e+00,
235,-1.88e+00,
236,-2.04e+00,
237,-2.12e+00,
238,-2.20e+00,
239,-2.20e+00,
240,-2.16e+00,
241,-2.04e+00,
242,-2.04e+00,
243,-1.96e+00,
244,-1.96e+00,
245,-1.88e+00,
246,-1.88e+00,
247,-1.96e+00,
248,-2.04e+00,
249,-2.12e+00,
250,-2.20e+00,
251,-2.16e+00,
252,-2.20e+00,
253,-2.12e+00,
254,-2.00e+00,
255,-1.96e+00,
256,-1.96e+00,
257,-2.00e+00,
258,-2.16e+00,
259,-2.24e+00,
260,-2.36e+00,
261,-2.32e+00,
262,-2.20e+00,
263,-2.12e+00,
264,-1.96e+00,
265,-1.84e+00,
266,-1.80e+00,
267,-1.72e+00,
268,-1.84e+00,
269,-1.88e+00,
270,-1.96e+00,
271,-2.04e+00,
272,-2.04e+00,
273,-2.00e+00,
274,-2.00e+00,
275,-1.96e+00,
276,-2.00e+00,
277,-2.04e+00,
278,-2.16e+00,
279,-2.20e+00,
280,-2.20e+00,
281,-2.16e+00,
282,-2.20e+00,
283,-2.16e+00,
284,-2.20e+00,
285,-2.12e+00,
286,-2.12e+00,
287,-2.12e+00,
288,-2.12e+00,
289,-2.12e+00,
290,-2.16e+00,
291,-2.12e+00,
292,-2.16e+00,
293,-2.04e+00,
294,-2.00e+00,
295,-1.96e+00,
296,-1.88e+00,
297,-1.80e+00,
298,-1.88e+00,
299,-1.96e+00,
300,-2.12e+00,
301,-2.20e+00,
302,-2.24e+00,
303,-2.24e+00,
304,-2.20e+00,
305,-2.04e+00,
306,-2.00e+00,
307,-1.84e+00,
308,-1.84e+00,
309,-1.80e+00,
310,-1.84e+00,
311,-1.96e+00,
312,-2.00e+00,
313,-2.04e+00,
314,-2.12e+00,
315,-2.00e+00,
316,-2.04e+00,
317,-2.00e+00,
318,-2.04e+00,
319,-2.12e+00,
320,-2.16e+00,
321,-2.16e+00,
322,-2.24e+00,
323,-2.16e+00,
324,-2.16e+00,
325,-2.04e+00,
326,-1.96e+00,
327,-1.88e+00,
328,-1.84e+00,
329,-1.80e+00,
330,-1.88e+00,
331,-1.88e+00,
332,-2.00e+00,
333,-2.00e+00,
334,-2.04e+00,
335,-2.04e+00,
336,-2.00e+00,
337,-1.88e+00,
338,-1.88e+00,
339,-1.88e+00,
340,-2.12e+00,
341,-2.20e+00,
342,-2.36e+00,
343,-2.48e+00,
344,-2.40e+00,
345,-2.32e+00,
346,-2.24e+00,
347,-2.12e+00,
348,-2.04e+00,
349,-1.96e+00,
350,-1.96e+00,
351,-1.96e+00,
352,-2.00e+00,
353,-2.04e+00,
354,-2.16e+00,
355,-2.12e+00,
356,-2.04e+00,
357,-1.96e+00,
358,-1.96e+00,
359,-1.96e+00,
360,-1.96e+00,
361,-1.96e+00,
362,-2.04e+00,
363,-2.00e+00,
364,-2.04e+00,
365,-2.00e+00,
366,-1.96e+00,
367,-1.96e+00,
368,-1.88e+00,
369,-1.88e+00,
370,-1.96e+00,
371,-1.96e+00,
372,-2.12e+00,
373,-2.16e+00,
374,-2.20e+00,
375,-2.20e+00,
376,-2.16e+00,
377,-2.12e+00,
378,-2.12e+00,
379,-2.00e+00,
380,-2.00e+00,
381,-2.04e+00,
382,-2.04e+00,
383,-2.20e+00,
384,-2.24e+00,
385,-2.32e+00,
386,-2.40e+00,
387,-2.24e+00,
388,-2.20e+00,
389,-2.00e+00,
390,-1.96e+00,
391,-1.88e+00,
392,-1.80e+00,
393,-1.80e+00,
394,-1.84e+00,
395,-1.84e+00,
396,-1.96e+00,
397,-2.00e+00,
398,-1.96e+00,
399,-1.96e+00,
400,-2.00e+00,
401,-2.00e+00,
402,-2.16e+00,
403,-2.20e+00,
404,-2.24e+00,
405,-2.20e+00,
406,-2.20e+00,
407,-2.16e+00,
408,-2.16e+00,
409,-2.12e+00,
410,-2.16e+00,
411,-2.04e+00,
412,-2.12e+00,
413,-2.12e+00,
414,-2.12e+00,
415,-2.12e+00,
416,-2.04e+00,
417,-2.00e+00,
418,-2.04e+00,
419,-1.96e+00,
420,-1.96e+00,
421,-1.88e+00,
422,-1.88e+00,
423,-2.00e+00,
424,-2.16e+00,
425,-2.24e+00,
426,-2.36e+00,
427,-2.24e+00,
428,-2.20e+00,
429,-2.04e+00,
430,-1.96e+00,
431,-1.88e+00,
432,-1.84e+00,
433,-1.84e+00,
434,-1.96e+00,
435,-2.00e+00,
436,-2.16e+00,
437,-2.16e+00,
438,-2.16e+00,
439,-2.12e+00,
440,-2.04e+00,
441,-2.00e+00,
442,-2.04e+00,
443,-2.04e+00,
444,-2.16e+00,
445,-2.12e+00,
446,-2.12e+00,
447,-2.12e+00,
448,-2.04e+00,
449,-2.00e+00,
450,-2.00e+00,
451,-1.96e+00,
452,-1.96e+00,
453,-1.96e+00,
454,-2.00e+00,
455,-2.04e+00,
456,-2.04e+00,
457,-2.04e+00,
458,-2.12e+00,
459,-2.04e+00,
460,-2.12e+00,
461,-2.00e+00,
462,-1.96e+00,
463,-1.96e+00,
464,-2.00e+00,
465,-2.12e+00,
466,-2.32e+00,
467,-2.40e+00,
468,-2.52e+00,
469,-2.48e+00,
470,-2.36e+00,
471,-2.20e+00,
472,-2.12e+00,
473,-1.96e+00,
474,-1.96e+00,
475,-1.88e+00,
476,-2.00e+00,
477,-2.00e+00,
478,-2.04e+00,
479,-2.12e+00,
480,-2.04e+00,
481,-1.96e+00,
482,-2.00e+00,
483,-1.88e+00,
484,-2.00e+00,
485,-2.04e+00,
486,-2.16e+00,
487,-2.20e+00,
488,-2.16e+00,
489,-2.12e+00,
490,-2.12e+00,
491,-1.96e+00,
492,-1.96e+00,
493,-1.84e+00,
494,-1.84e+00,
495,-1.88e+00,
496,-1.96e+00,
497,-2.00e+00,
