time	V(n010)
8.397402788875436e-007	6.011643e+000
8.398356329544169e-007	6.011582e+000
8.399268513949870e-007	6.011524e+000
8.400129406116886e-007	6.011469e+000
8.401851190450917e-007	6.011359e+000
8.405294759118980e-007	6.011140e+000
8.410461234923013e-007	6.010814e+000
8.420794186531078e-007	6.010169e+000
8.432469066517456e-007	6.009451e+000
8.448980519453701e-007	6.008457e+000
8.469508526412917e-007	6.007250e+000
8.488332393769265e-007	6.006174e+000
8.506644856988259e-007	6.005157e+000
8.526050414214489e-007	6.004111e+000
8.545106936726828e-007	6.003115e+000
8.564477307142996e-007	6.002134e+000
8.583448614530448e-007	6.001204e+000
8.602705450038144e-007	6.000293e+000
8.623391124884354e-007	5.999341e+000
8.625937811918786e-007	5.999227e+000
8.631031185987650e-007	5.999001e+000
8.636967680276111e-007	5.998740e+000
8.642904174564573e-007	5.998483e+000
8.648840668853034e-007	5.998228e+000
8.654777163141496e-007	5.997977e+000
8.660713657429957e-007	5.997728e+000
8.666650151718419e-007	5.997483e+000
8.672586646006879e-007	5.997241e+000
8.765298925410950e-007	5.993871e+000
8.858011204815021e-007	5.991266e+000
8.950723484219091e-007	5.989426e+000
9.043435763623162e-007	5.988350e+000
9.136148043027233e-007	5.988039e+000
9.228860322431303e-007	5.988492e+000
9.321572601835373e-007	5.989709e+000
9.556904661026620e-007	5.994129e+000
9.655370291909889e-007	5.997904e+000
9.692545853818565e-007	5.999442e+000
9.729721415727244e-007	6.001100e+000
9.766896977635921e-007	6.002879e+000
9.804072539544597e-007	6.004779e+000
9.841248101453274e-007	6.006800e+000
9.878423663361953e-007	6.008941e+000
9.915599225270629e-007	6.011202e+000
9.935599225270944e-007	6.012459e+000
9.955599225271259e-007	6.013741e+000
9.959999999998529e-007	6.014028e+000
9.968801549455238e-007	6.014610e+000
9.982396901085742e-007	6.015521e+000
9.999999999999159e-007	6.016715e+000
1.000043999999957e-006	6.016745e+000
1.000132000000039e-006	6.016805e+000
1.000308000000203e-006	6.016927e+000
1.000660000000314e-006	6.017170e+000
1.001364000000537e-006	6.017662e+000
1.002772000001199e-006	6.018655e+000
1.004047090311447e-006	6.019565e+000
1.004801839009882e-006	6.020110e+000
1.005587858849810e-006	6.020683e+000
1.006131475390481e-006	6.021081e+000
1.006590472484069e-006	6.021420e+000
1.006999517868873e-006	6.021724e+000
1.007423320174405e-006	6.022039e+000
1.007899531254956e-006	6.022396e+000
1.008401117579732e-006	6.022774e+000
1.008913875921811e-006	6.023161e+000
1.009107268189506e-006	6.023308e+000
1.009219507708617e-006	6.023393e+000
1.009325532242821e-006	6.023474e+000
1.009433510905291e-006	6.023556e+000
1.009649468230013e-006	6.023721e+000
1.009989900413325e-006	6.023981e+000
1.010258634091214e-006	6.024186e+000
1.010514752766960e-006	6.024380e+000
1.010802974690502e-006	6.024598e+000
1.011149608980784e-006	6.024859e+000
1.011556413563859e-006	6.025166e+000
1.011946020112488e-006	6.025458e+000
1.012502587281793e-006	6.025875e+000
1.012991406361191e-006	6.026241e+000
1.013455052067003e-006	6.026587e+000
1.013938952519914e-006	6.026948e+000
1.014450923846793e-006	6.027329e+000
1.014947352693391e-006	6.027699e+000
1.015449415418552e-006	6.028071e+000
1.015952997710521e-006	6.028445e+000
1.016477939566130e-006	6.028833e+000
1.017020863393336e-006	6.029235e+000
1.017598842775139e-006	6.029661e+000
1.018221585193319e-006	6.030120e+000
1.018883524222082e-006	6.030607e+000
1.019579575002897e-006	6.031118e+000
1.020398668012896e-006	6.031718e+000
1.021440430591875e-006	6.032479e+000
1.022811096257478e-006	6.033476e+000
1.024722257712916e-006	6.034859e+000
1.027639521710994e-006	6.036953e+000
1.032965237354874e-006	6.040717e+000
1.043616668642850e-006	6.048035e+000
1.062545358913218e-006	6.060346e+000
1.098218336189564e-006	6.081311e+000
1.155156816848215e-006	6.108451e+000
1.265072644228600e-006	6.144568e+000
1.365059283090072e-006	6.157846e+000
1.516185941797567e-006	6.152992e+000
1.516225730760056e-006	6.152987e+000
1.516305308684818e-006	6.152970e+000
1.516464464534559e-006	6.152936e+000
1.516782776234040e-006	6.152870e+000
1.517419399632786e-006	6.152735e+000
1.518692646430495e-006	6.152464e+000
1.521239140025695e-006	6.151917e+000
1.521318717950457e-006	6.151900e+000
1.521477873800197e-006	6.151865e+000
1.521703850213994e-006	6.151816e+000
1.521969690399362e-006	6.151758e+000
1.522248801326658e-006	6.151697e+000
1.522807023181466e-006	6.151574e+000
1.523062674115266e-006	6.151518e+000
1.523218142828256e-006	6.151484e+000
1.523293737836591e-006	6.151467e+000
1.523386392099542e-006	6.151446e+000
1.523424550944549e-006	6.151438e+000
1.523467291469427e-006	6.151428e+000
1.528959334198441e-006	6.150187e+000
1.530959334198473e-006	6.149723e+000
1.532266481222558e-006	6.149416e+000
1.533116042742215e-006	6.149216e+000
1.533937760263716e-006	6.149020e+000
1.534769821116009e-006	6.148821e+000
1.535531371630716e-006	6.148639e+000
1.536238884692308e-006	6.148468e+000
1.536996978952635e-006	6.148287e+000
1.537679502984935e-006	6.148124e+000
1.538403823817631e-006	6.147953e+000
1.539140265060255e-006	6.147783e+000
1.539985226696071e-006	6.147594e+000
1.540488476549969e-006	6.147485e+000
1.540701554391582e-006	6.147439e+000
1.540822534868954e-006	6.147414e+000
1.540872846942131e-006	6.147404e+000
1.540923159015308e-006	6.147393e+000
1.540973471088485e-006	6.147383e+000
1.541023783161662e-006	6.147373e+000
1.541074095234839e-006	6.147362e+000
1.541124407308016e-006	6.147352e+000
1.541174719381193e-006	6.147342e+000
1.541402332189785e-006	6.147295e+000
1.541857557806970e-006	6.147204e+000
1.542768009041339e-006	6.147027e+000
1.543729871250144e-006	6.146846e+000
1.545051251744317e-006	6.146612e+000
1.546597845054551e-006	6.146355e+000
1.548431503054512e-006	6.146077e+000
1.550304992139952e-006	6.145821e+000
1.552356840152629e-006	6.145573e+000
1.554228620014595e-006	6.145377e+000
1.556181190823193e-006	6.145204e+000
1.558047893959660e-006	6.145068e+000
1.571838530252520e-006	6.144988e+000
1.585629166545380e-006	6.146450e+000
1.599419802838240e-006	6.149456e+000
1.613210439131100e-006	6.154004e+000
1.627001075423960e-006	6.160094e+000
1.640791711716820e-006	6.167728e+000
1.654582348009680e-006	6.176904e+000
1.679168249291109e-006	6.197887e+000
1.711949450999752e-006	6.234417e+000
1.769011318208079e-006	6.315245e+000
1.822048498635728e-006	6.408706e+000
1.864994063159771e-006	6.498174e+000
1.887900951371780e-006	6.551349e+000
1.902233935988660e-006	6.586838e+000
1.910066912741990e-006	6.606995e+000
1.921094212020127e-006	6.636108e+000
1.926758727607402e-006	6.651328e+000
1.929525360785814e-006	6.658859e+000
1.930859962504883e-006	6.662517e+000
1.932280505642864e-006	6.666430e+000
1.935020520673486e-006	6.674027e+000
1.940500550734730e-006	6.689357e+000
1.947439982198868e-006	6.708973e+000
1.954975360185171e-006	6.730452e+000
1.962904250459117e-006	6.753125e+000
1.965427349779735e-006	6.760330e+000
1.966581162991159e-006	6.763617e+000
1.966998452298434e-006	6.764803e+000
1.967381758448059e-006	6.765893e+000
1.967730274387691e-006	6.766883e+000
1.968276337633960e-006	6.768433e+000
1.968955460510385e-006	6.770359e+000
1.969678384439871e-006	6.772408e+000
1.970709412826887e-006	6.775326e+000
1.971808647674780e-006	6.778433e+000
1.973714841957495e-006	6.783810e+000
1.975797943935299e-006	6.789669e+000
1.979964147890909e-006	6.801331e+000
1.986512667187176e-006	6.819510e+000
1.999609705779712e-006	6.855279e+000
2.025803782964783e-006	6.925576e+000
2.032997949904473e-006	6.944551e+000
2.038281008231004e-006	6.958295e+000
2.040466119359284e-006	6.963947e+000
2.042594291647420e-006	6.969430e+000
2.044557605348054e-006	6.974476e+000
2.045525926271498e-006	6.976960e+000
2.046712053851334e-006	6.979996e+000
2.048286205660671e-006	6.984017e+000
2.051434509279344e-006	6.992033e+000
2.056447686051271e-006	7.004745e+000
2.061092388496409e-006	7.016468e+000
2.067632133906979e-006	7.032904e+000
