time	V(v_out)	V(n002)
8.252217101101559e-005	8.748209e+001	9.218401e+001
8.252448675609880e-005	8.748866e+001	9.219057e+001
8.252911824626523e-005	8.750178e+001	9.220368e+001
8.253443199414650e-005	8.751683e+001	9.221873e+001
8.253957560347088e-005	8.753139e+001	9.223328e+001
8.254504240593115e-005	8.754688e+001	9.224876e+001
8.255020926552312e-005	8.756152e+001	9.226338e+001
8.255567831932649e-005	8.757701e+001	9.227885e+001
8.256094572037232e-005	8.759193e+001	9.229376e+001
8.256663492519571e-005	8.760804e+001	9.230985e+001
8.257207652812666e-005	8.762346e+001	9.232526e+001
8.257823127286038e-005	8.764089e+001	9.234267e+001
8.258399120345016e-005	8.765720e+001	9.235897e+001
8.259117476225829e-005	8.767755e+001	9.237929e+001
8.259798752811734e-005	8.769685e+001	9.239857e+001
8.260771204421998e-005	8.772439e+001	9.242608e+001
8.261797166268065e-005	8.775345e+001	9.245511e+001
8.263540269155129e-005	8.780282e+001	9.250442e+001
8.265515362824451e-005	8.785876e+001	9.256030e+001
8.275594875251991e-005	8.814423e+001	9.284542e+001
8.312370825785346e-005	8.918549e+001	9.388525e+001
8.361405426496479e-005	9.057298e+001	9.527042e+001
8.459061676496479e-005	9.333377e+001	9.802553e+001
8.556717926496479e-005	9.609145e+001	1.007764e+002
8.608748352992963e-005	9.755901e+001	1.022397e+002
8.648763176056248e-005	9.868613e+001	1.033632e+002
8.651937586267200e-005	9.877551e+001	1.034523e+002
8.692859830903741e-005	9.992702e+001	1.045998e+002
8.699999999999995e-005	1.001278e+002	1.047999e+002
8.700015720912414e-005	1.001283e+002	1.048003e+002
8.700047162737252e-005	1.001292e+002	1.048012e+002
8.700110046386917e-005	1.001309e+002	1.048030e+002
8.700169809840207e-005	1.001326e+002	1.048046e+002
8.700289336746787e-005	1.001360e+002	1.048080e+002
8.700502839543880e-005	1.001420e+002	1.048140e+002
8.700766463012898e-005	1.001494e+002	1.048214e+002
8.701141327065382e-005	1.001599e+002	1.048319e+002
8.701606258595452e-005	1.001730e+002	1.048449e+002
8.702247828940610e-005	1.001910e+002	1.048629e+002
8.703069253284876e-005	1.002141e+002	1.048859e+002
8.704216551445442e-005	1.002464e+002	1.049181e+002
8.705790083539324e-005	1.002906e+002	1.049622e+002
8.708190910331360e-005	1.003581e+002	1.050294e+002
8.712099296333861e-005	1.004676e+002	1.051237e+002
8.719916068338862e-005	1.006841e+002	1.051908e+002
8.721870261340107e-005	1.007348e+002	1.050464e+002
8.725778647342608e-005	1.008230e+002	1.043104e+002
8.728999110347408e-005	1.008813e+002	1.034048e+002
8.730784457243207e-005	1.009043e+002	1.027464e+002
8.731844868968325e-005	1.009134e+002	1.022901e+002
8.732472746527731e-005	1.009168e+002	1.019932e+002
8.733142607549190e-005	1.009191e+002	1.016526e+002
8.733505320438818e-005	1.009198e+002	1.014497e+002
8.733724729270503e-005	1.009200e+002	1.012964e+002
8.733804670734910e-005	1.009200e+002	1.011963e+002
8.733850192716678e-005	1.009200e+002	1.010880e+002
8.733882712224923e-005	1.009200e+002	1.009782e+002
8.733898067949926e-005	1.009200e+002	1.009204e+002
8.733936163526641e-005	1.009200e+002	1.007698e+002
8.733981052891154e-005	1.009200e+002	1.005826e+002
8.734070831620179e-005	1.009200e+002	1.001894e+002
8.734190027371355e-005	1.009200e+002	9.963591e+001
8.734346101996280e-005	1.009200e+002	9.885636e+001
8.734570044422005e-005	1.009200e+002	9.763100e+001
8.734890560337019e-005	1.009199e+002	9.565811e+001
8.735366687445982e-005	1.009199e+002	9.224796e+001
8.736086023322480e-005	1.009199e+002	8.601307e+001
8.737203617315708e-005	1.009198e+002	7.479079e+001
8.737308715095959e-005	1.009198e+002	7.360806e+001
8.737518910656471e-005	1.009198e+002	7.107191e+001
8.737571459546602e-005	1.009198e+002	7.044247e+001
8.737584596769129e-005	1.009198e+002	7.030679e+001
8.737587881074759e-005	1.009198e+002	7.028425e+001
8.737594449686028e-005	1.009198e+002	7.025676e+001
8.737607586908555e-005	1.009198e+002	7.021613e+001
8.737633861353620e-005	1.009198e+002	7.015101e+001
8.737686410243751e-005	1.009197e+002	7.004192e+001
8.737791508024002e-005	1.009195e+002	6.985041e+001
8.737928384605035e-005	1.009190e+002	6.962143e+001
8.738142038418979e-005	1.009178e+002	6.928931e+001
8.738528855029037e-005	1.009142e+002	6.874049e+001
8.739302488249164e-005	1.009024e+002	6.777924e+001
8.740849754689418e-005	1.008647e+002	6.612878e+001
8.743213214120664e-005	1.007785e+002	6.385902e+001
8.746129950025191e-005	1.006241e+002	6.105304e+001
8.750000000000001e-005	1.003644e+002	5.712556e+001
8.750387004997483e-005	1.003306e+002	5.677728e+001
8.751161014992448e-005	1.002613e+002	5.620832e+001
8.752709034982376e-005	1.001172e+002	5.547448e+001
8.755805074962223e-005	9.981957e+001	5.468060e+001
8.758971218242426e-005	9.951030e+001	5.422910e+001
8.764002077833884e-005	9.901614e+001	5.371369e+001
8.771053359030005e-005	9.832321e+001	5.302019e+001
8.785155921422257e-005	9.693758e+001	5.163795e+001
8.825589750431010e-005	9.296622e+001	4.767626e+001
8.882000000000009e-005	8.743044e+001	4.215585e+001
8.883243217597118e-005	8.731325e+001	4.248088e+001
8.885729652791336e-005	8.709659e+001	4.353891e+001
8.890702523179771e-005	8.673612e+001	4.634177e+001
8.896342437942576e-005	8.644041e+001	4.959292e+001
8.901954355443320e-005	8.625552e+001	5.253912e+001
8.904968731747096e-005	8.620021e+001	5.395998e+001
8.906808664181100e-005	8.618407e+001	5.476348e+001
8.908183924825853e-005	8.617895e+001	5.583219e+001
8.909151277004368e-005	8.617789e+001	5.816160e+001
8.910555093628576e-005	8.617770e+001	6.492873e+001
8.911978343659340e-005	8.617767e+001	7.471601e+001
8.912759590760488e-005	8.617766e+001	8.141593e+001
8.913158022445485e-005	8.617767e+001	8.514381e+001
8.913332233540720e-005	8.617771e+001	8.653706e+001
8.913379816513547e-005	8.617775e+001	8.673712e+001
8.913420151377435e-005	8.617780e+001	8.680376e+001
8.913465539843099e-005	8.617787e+001	8.687118e+001
8.913509554470274e-005	8.617796e+001	8.693262e+001
8.913575865798578e-005	8.617813e+001	8.702016e+001
8.913651797136087e-005	8.617838e+001	8.711507e+001
8.913769422096303e-005	8.617884e+001	8.725264e+001
8.913924186128763e-005	8.617961e+001	8.741930e+001
8.914153748679600e-005	8.618105e+001	8.764108e+001
8.914465381836337e-005	8.618350e+001	8.790412e+001
8.914863833547448e-005	8.618738e+001	8.818722e+001
8.915467453543796e-005	8.619447e+001	8.853780e+001
8.916166786653110e-005	8.620418e+001	8.886266e+001
8.917123162138112e-005	8.621954e+001	8.921483e+001
8.918245960267736e-005	8.624001e+001	8.954730e+001
8.919827245338285e-005	8.627242e+001	8.992793e+001
8.921858113846543e-005	8.631897e+001	9.032047e+001
8.925077134601508e-005	8.640071e+001	9.076519e+001
8.930166376700899e-005	8.653917e+001	9.118348e+001
8.934262820072198e-005	8.665427e+001	9.135961e+001
8.938827624081281e-005	8.678369e+001	9.149000e+001
8.943967971083294e-005	8.692944e+001	9.163561e+001
8.952000000000005e-005	8.715718e+001	9.186411e+001
8.952018867036356e-005	8.715771e+001	9.186399e+001
8.952056601109070e-005	8.715878e+001	9.186472e+001
8.952132069254485e-005	8.716093e+001	9.186687e+001
8.952245917701518e-005	8.716415e+001	9.187009e+001
8.952473614595583e-005	8.717061e+001	9.187656e+001
8.952929008383703e-005	8.718352e+001	9.188946e+001
8.953471895833249e-005	8.719891e+001	9.190485e+001
8.953986945229859e-005	8.721352e+001	9.191944e+001
8.954532993723260e-005	8.722900e+001	9.193491e+001
8.955050980479331e-005	8.724368e+001	9.194958e+001
8.955592260495343e-005	8.725903e+001	9.196492e+001
8.956128945194466e-005	8.727425e+001	9.198012e+001
8.956682423584290e-005	8.728994e+001	9.199580e+001
8.957251243209817e-005	8.730606e+001	9.201190e+001
8.957829386426613e-005	8.732246e+001	9.202828e+001
8.958461800013130e-005	8.734039e+001	9.204619e+001
8.959092808770008e-005	8.735828e+001	9.206406e+001
8.959856855928535e-005	8.737994e+001	9.208570e+001
8.960591620039938e-005	8.740077e+001	9.210651e+001
8.961633455144887e-005	8.743031e+001	9.213602e+001
8.962696665597997e-005	8.746045e+001	9.216613e+001
8.964501098480482e-005	8.751160e+001	9.221722e+001
8.966602715345079e-005	8.757119e+001	9.227674e+001
8.991510882130102e-005	8.827724e+001	9.298194e+001
9.019117459537873e-005	8.905953e+001	9.376315e+001
9.074330614353414e-005	9.062325e+001	9.532424e+001
9.171986864353414e-005	9.338640e+001	9.808167e+001
9.269643114353415e-005	9.614653e+001	1.008350e+002
9.302343750000001e-005	9.706972e+001	1.017555e+002
9.334598728706828e-005	9.797960e+001	1.026626e+002
9.337272670345380e-005	9.805499e+001	1.027377e+002
9.381503006232830e-005	9.930133e+001	1.039799e+002
9.400000000000001e-005	9.982220e+001	1.044989e+002
9.400040705767132e-005	9.982335e+001	1.045001e+002
9.400122117301396e-005	9.982565e+001	1.045023e+002
9.400214595661348e-005	9.982825e+001	1.045049e+002
9.400300622960207e-005	9.983067e+001	1.045074e+002
9.400472677557924e-005	9.983551e+001	1.045122e+002
9.400741163937819e-005	9.984307e+001	1.045197e+002
9.401095285593907e-005	9.985304e+001	1.045297e+002
9.401564556766522e-005	9.986625e+001	1.045429e+002
9.402174146014644e-005	9.988342e+001	1.045600e+002
9.402989442088591e-005	9.990636e+001	1.045828e+002
9.404084897667790e-005	9.993720e+001	1.046136e+002
9.405626696814716e-005	9.998060e+001	1.046568e+002
9.407904649266904e-005	1.000447e+002	1.047207e+002
9.411646472852996e-005	1.001499e+002	1.048207e+002
9.418880334953852e-005	1.003498e+002	1.048226e+002
9.423869697496837e-005	1.004716e+002	1.042721e+002
9.429779462772627e-005	1.005849e+002	1.028119e+002
9.430803349601540e-005	1.005972e+002	1.024325e+002
9.432851123259377e-005	1.006096e+002	1.014704e+002
9.433750722081635e-005	1.006123e+002	1.006579e+002
9.434081787551118e-005	1.006125e+002	9.979493e+001
9.434268930925136e-005	1.006125e+002	9.896484e+001
9.434453641854208e-005	1.006125e+002	9.801175e+001
9.434655831331207e-005	1.006124e+002	9.688174e+001
9.434863233322556e-005	1.006124e+002	9.560020e+001
9.435276249880988e-005	1.006124e+002	9.275849e+001
9.435667133342275e-005	1.006124e+002	8.966550e+001
9.436448900264837e-005	1.006124e+002	8.231162e+001
9.437498817728093e-005	1.006123e+002	7.111429e+001
9.437531627648824e-005	1.006123e+002	7.073895e+001
9.437597247490275e-005	1.006123e+002	7.002991e+001
9.437613652450640e-005	1.006123e+002	6.992451e+001
9.437646462371371e-005	1.006123e+002	6.983866e+001
9.437712082212822e-005	1.006122e+002	6.970431e+001
9.437843321895723e-005	1.006118e+002	6.946990e+001
9.437974222458996e-005	1.006113e+002	6.925459e+001
9.438222709787420e-005	1.006097e+002	6.887585e+001
9.438679314716157e-005	1.006049e+002	6.824533e+001
9.439592524573641e-005	1.005892e+002	6.715206e+001
9.441418944288610e-005	1.005400e+002	6.526698e+001
9.443799043947941e-005	1.004459e+002	6.300636e+001
9.446716862526912e-005	1.002839e+002	6.018553e+001
9.449999999999997e-005	1.000577e+002	5.682449e+001
9.450328313747301e-005	1.000292e+002	5.652050e+001
9.450984941241920e-005	9.997084e+001	5.601127e+001
9.452298196231158e-005	9.984950e+001	5.532226e+001
9.454924706209624e-005	9.959853e+001	5.454634e+001
9.458112332516003e-005	9.928805e+001	5.403421e+001
9.462576208702173e-005	9.885003e+001	5.355432e+001
9.469004546637050e-005	9.821854e+001	5.291983e+001
9.481861222506805e-005	9.695567e+001	5.166008e+001
9.536002555450627e-005	9.164001e+001	4.635755e+001
9.582000000000004e-005	8.712814e+001	4.185856e+001
9.583421046856027e-005	8.699548e+001	4.226769e+001
9.586263140568061e-005	8.675399e+001	4.353817e+001
9.591947327992130e-005	8.636167e+001	4.677731e+001
9.597540185936403e-005	8.609609e+001	4.993508e+001
9.603884898018108e-005	8.592473e+001	5.312964e+001
9.607240409148716e-005	8.588300e+001	5.542970e+001
9.609232638162549e-005	8.587593e+001	5.913870e+001
9.610437416485748e-005	8.587524e+001	6.454097e+001
9.612095906590427e-005	8.587520e+001	7.601939e+001
9.612727688676839e-005	8.587519e+001	8.143024e+001
9.613118317253558e-005	8.587521e+001	8.508337e+001
9.613269937074900e-005	8.587524e+001	8.625275e+001
9.613315316414433e-005	8.587527e+001	8.643227e+001
9.613351978702590e-005	8.587531e+001	8.649258e+001
9.613394056533296e-005	8.587538e+001	8.655499e+001
9.613443739675792e-005	8.587548e+001	8.662419e+001
9.613511366539493e-005	8.587566e+001	8.671313e+001
9.613589792183163e-005	8.587590e+001	8.681042e+001
9.613717972546665e-005	8.587641e+001	8.695854e+001
9.613890896015926e-005	8.587731e+001	8.714042e+001
9.614187528704369e-005	8.587929e+001	8.741597e+001
9.614543774201436e-005	8.588226e+001	8.770158e+001
9.614938760756607e-005	8.588628e+001	8.796703e+001
9.615494570095742e-005	8.589301e+001	8.827473e+001
9.616182974695364e-005	8.590272e+001	8.858430e+001
9.617108434523570e-005	8.591766e+001	8.891956e+001
9.618222072112898e-005	8.593800e+001	8.924723e+001
9.619756146109866e-005	8.596941e+001	8.961713e+001
9.621762047496677e-005	8.601525e+001	9.000809e+001
9.624877202377407e-005	8.609413e+001	9.044758e+001
9.629860410704258e-005	8.622956e+001	9.087198e+001
9.633968832279912e-005	8.634503e+001	9.105459e+001
9.638203462770229e-005	8.646523e+001	9.117653e+001
9.643150848850078e-005	8.660567e+001	9.131684e+001
9.652000000000000e-005	8.685688e+001	9.156876e+001
9.652020725953799e-005	8.685747e+001	9.156871e+001
9.652062177861395e-005	8.685864e+001	9.156956e+001
9.652145081676577e-005	8.686099e+001	9.157193e+001
9.652270781631504e-005	8.686456e+001	9.157550e+001
9.652522181541356e-005	8.687170e+001	9.158263e+001
9.653024981361072e-005	8.688597e+001	9.159691e+001
9.653608237050271e-005	8.690253e+001	9.161346e+001
9.654162431046152e-005	8.691826e+001	9.162918e+001
9.654681708845699e-005	8.693300e+001	9.164391e+001
9.655208088924091e-005	8.694794e+001	9.165884e+001
9.655738162686752e-005	8.696299e+001	9.167387e+001
9.656290341326381e-005	8.697866e+001	9.168953e+001
9.656838515205142e-005	8.699422e+001	9.170508e+001
9.657421107732509e-005	8.701077e+001	9.172160e+001
9.657999203273792e-005	8.702717e+001	9.173799e+001
9.658649919480893e-005	8.704564e+001	9.175644e+001
9.659289846477431e-005	8.706380e+001	9.177459e+001
9.660083238210667e-005	8.708633e+001	9.179709e+001
9.660841720522456e-005	8.710786e+001	9.181859e+001
9.661937438392246e-005	8.713895e+001	9.184966e+001
9.663037707696894e-005	8.717019e+001	9.188086e+001
9.664933388213307e-005	8.722400e+001	9.193461e+001
9.667168983298240e-005	8.728745e+001	9.199800e+001
9.694911137665598e-005	8.807475e+001	9.278438e+001
9.725939089928921e-005	8.895500e+001	9.366341e+001
9.787994994455557e-005	9.071445e+001	9.541991e+001
9.885651244455557e-005	9.348055e+001	9.818021e+001
9.983307494455557e-005	9.624371e+001	1.009365e+002
1.000234375000000e-004	9.678173e+001	1.014730e+002
1.006916747782225e-004	9.866821e+001	1.033534e+002
1.010000000000000e-004	9.953777e+001	1.042200e+002
1.010006784391818e-004	9.953968e+001	1.042219e+002
1.010020353175452e-004	9.954351e+001	1.042258e+002
1.010033257850411e-004	9.954714e+001	1.042294e+002
1.010046014615697e-004	9.955074e+001	1.042330e+002
1.010071528146270e-004	9.955793e+001	1.042402e+002
1.010104732404923e-004	9.956729e+001	1.042495e+002
1.010152002661412e-004	9.958062e+001	1.042628e+002
1.010210236254171e-004	9.959703e+001	1.042791e+002
1.010290899830553e-004	9.961977e+001	1.043018e+002
1.010395669153964e-004	9.964930e+001	1.043312e+002
1.010546371893695e-004	9.969178e+001	1.043736e+002
1.010762890120461e-004	9.975281e+001	1.044344e+002
1.011120722512137e-004	9.985364e+001	1.045343e+002
1.011787546231806e-004	1.000387e+002	1.045675e+002
1.012342397737082e-004	1.001762e+002	1.040301e+002
1.012960499105889e-004	1.002986e+002	1.025987e+002
1.013061573825483e-004	1.003113e+002	1.022337e+002
1.013263723264672e-004	1.003247e+002	1.013091e+002
1.013359956687195e-004	1.003282e+002	1.006407e+002
1.013395302653367e-004	1.003285e+002	9.992638e+001
1.013428202912298e-004	1.003285e+002	9.863933e+001
1.013446033255007e-004	1.003285e+002	9.774056e+001
1.013466284060322e-004	1.003285e+002	9.658334e+001
1.013506785670949e-004	1.003284e+002	9.396323e+001
1.013560669809965e-004	1.003284e+002	8.987757e+001
1.013638943899022e-004	1.003284e+002	8.314368e+001
1.013643989270432e-004	1.003284e+002	8.266658e+001
1.013654080013250e-004	1.003284e+002	8.164781e+001
1.013674261498886e-004	1.003284e+002	7.952879e+001
1.013724715212977e-004	1.003283e+002	7.394872e+001
1.013744896698613e-004	1.003283e+002	7.155207e+001
1.013749942070022e-004	1.003283e+002	7.094595e+001
1.013760032812840e-004	1.003283e+002	6.973620e+001
1.013760348148553e-004	1.003283e+002	6.970800e+001
1.013762240162832e-004	1.003283e+002	6.963484e+001
1.013764762848536e-004	1.003283e+002	6.957009e+001
1.013769808219945e-004	1.003282e+002	6.946325e+001
1.013779898962763e-004	1.003280e+002	6.927738e+001
1.013793334169451e-004	1.003276e+002	6.905106e+001
1.013813714156051e-004	1.003264e+002	6.873199e+001
1.013850171195266e-004	1.003232e+002	6.820960e+001
1.013923085273695e-004	1.003125e+002	6.729118e+001
1.014068913430555e-004	1.002783e+002	6.571536e+001
1.014305235810057e-004	1.001947e+002	6.343272e+001
1.014585838083744e-004	1.000489e+002	6.073417e+001
1.014999999999999e-004	9.977386e+001	5.654525e+001
1.015041416191625e-004	9.973770e+001	5.617754e+001
1.015124248574875e-004	9.966342e+001	5.558331e+001
1.015289913341378e-004	9.950879e+001	5.483221e+001
1.015621242874382e-004	9.918985e+001	5.403319e+001
1.015940629854599e-004	9.887781e+001	5.359914e+001
1.016473059223261e-004	9.835509e+001	5.306242e+001
1.017219382938948e-004	9.762220e+001	5.232985e+001
1.022229410274500e-004	9.270432e+001	4.742403e+001
1.028200000000000e-004	8.684935e+001	4.158553e+001
1.028327923001601e-004	8.672909e+001	4.192694e+001
1.028583769004805e-004	8.650742e+001	4.302749e+001
1.029095461011211e-004	8.614016e+001	4.592039e+001
1.029653666656312e-004	8.585282e+001	4.912827e+001
1.030227043083128e-004	8.567024e+001	5.211823e+001
1.030533819995018e-004	8.561718e+001	5.355306e+001
1.030715553824518e-004	8.560306e+001	5.434645e+001
1.030842651453247e-004	8.559933e+001	5.555032e+001
1.030934542032510e-004	8.559869e+001	5.813760e+001
1.031064364721216e-004	8.559860e+001	6.469610e+001
1.031171584350533e-004	8.559858e+001	7.193948e+001
1.031236447583989e-004	8.559856e+001	7.728344e+001
1.031283052277645e-004	8.559856e+001	8.161605e+001
1.031313233473243e-004	8.559856e+001	8.455794e+001
1.031328402158926e-004	8.559858e+001	8.589168e+001
1.031332468548409e-004	8.559860e+001	8.609159e+001
1.031336813283095e-004	8.559864e+001	8.617213e+001
1.031340295738390e-004	8.559869e+001	8.622765e+001
1.031343978351240e-004	8.559875e+001	8.628212e+001
1.031349436944914e-004	8.559886e+001	8.635838e+001
1.031354517357460e-004	8.559898e+001	8.642595e+001
1.031362787906868e-004	8.559924e+001	8.653022e+001
1.031372029285735e-004	8.559959e+001	8.664006e+001
1.031386826271521e-004	8.560030e+001	8.680221e+001
1.031410037863480e-004	8.560174e+001	8.702952e+001
1.031448334243962e-004	8.560474e+001	8.735416e+001
1.031488296113193e-004	8.560860e+001	8.764120e+001
1.031530762918354e-004	8.561350e+001	8.789407e+001
1.031590881024356e-004	8.562155e+001	8.818910e+001
1.031665131114284e-004	8.563290e+001	8.848703e+001
1.031765669369425e-004	8.565025e+001	8.881535e+001
1.031887641022962e-004	8.567385e+001	8.914246e+001
1.032058604862688e-004	8.571072e+001	8.951945e+001
1.032288129299597e-004	8.576574e+001	8.991916e+001
1.032658827070558e-004	8.586314e+001	9.034211e+001
1.033303339766085e-004	8.604178e+001	9.073252e+001
1.033682382213841e-004	8.614896e+001	9.086613e+001
1.034210007922060e-004	8.629896e+001	9.101599e+001
1.034471877346599e-004	8.637340e+001	9.109037e+001
1.034676261150921e-004	8.643150e+001	9.114842e+001
1.034791232391354e-004	8.646418e+001	9.118108e+001
1.034970057519131e-004	8.651501e+001	9.123186e+001
1.035200000000000e-004	8.658038e+001	9.129520e+001
1.035200493091190e-004	8.658051e+001	9.129655e+001
1.035201479273572e-004	8.658080e+001	9.129753e+001
1.035203451638335e-004	8.658135e+001	9.129812e+001
1.035207396367860e-004	8.658247e+001	9.129924e+001
1.035215285826913e-004	8.658472e+001	9.130150e+001
1.035231064745016e-004	8.658920e+001	9.130598e+001
1.035262622581225e-004	8.659818e+001	9.131496e+001
1.035316412492999e-004	8.661346e+001	9.133025e+001
1.035375088635926e-004	8.663014e+001	9.134692e+001
1.035428556911691e-004	8.664534e+001	9.136211e+001
1.035481231021956e-004	8.666032e+001	9.137707e+001
1.035532817608296e-004	8.667498e+001	9.139172e+001
1.035588060712175e-004	8.669068e+001	9.140741e+001
1.035640514658042e-004	8.670559e+001	9.142231e+001
1.035700589056433e-004	8.672267e+001	9.143937e+001
1.035759537921131e-004	8.673943e+001	9.145611e+001
1.035838128398112e-004	8.676176e+001	9.147843e+001
1.035919561275740e-004	8.678491e+001	9.150156e+001
1.036045884275207e-004	8.682082e+001	9.153742e+001
1.036180663295690e-004	8.685912e+001	9.157570e+001
1.036429976884640e-004	8.692999e+001	9.164649e+001
1.036740139540730e-004	8.701815e+001	9.173456e+001
1.037360464852911e-004	8.719446e+001	9.191068e+001
1.041082416725996e-004	8.825205e+001	9.296699e+001
1.046045019223442e-004	8.966140e+001	9.437418e+001
1.055810644223442e-004	9.243242e+001	9.713988e+001
1.065576269223442e-004	9.520049e+001	9.990150e+001
1.070683788446885e-004	9.664667e+001	1.013438e+002
1.071582615340656e-004	9.690091e+001	1.015972e+002
1.076404692424915e-004	9.826396e+001	1.029559e+002
1.079999999999999e-004	9.927957e+001	1.039682e+002
1.080007910915142e-004	9.928181e+001	1.039704e+002
1.080023732745426e-004	9.928627e+001	1.039748e+002
1.080038782777172e-004	9.929052e+001	1.039791e+002
1.080053543859594e-004	9.929469e+001	1.039832e+002
1.080083066024437e-004	9.930302e+001	1.039915e+002
1.080119088335562e-004	9.931319e+001	1.040017e+002
1.080171958618056e-004	9.932812e+001	1.040166e+002
1.080235463267889e-004	9.934605e+001	1.040344e+002
1.080325867938243e-004	9.937157e+001	1.040599e+002
1.080442340827785e-004	9.940444e+001	1.040926e+002
1.080615273375819e-004	9.945326e+001	1.041413e+002
1.080867576937638e-004	9.952448e+001	1.042122e+002
1.081309543379554e-004	9.964770e+001	1.042837e+002
1.082193476263384e-004	9.988203e+001	1.039654e+002
1.082694409033476e-004	9.999635e+001	1.031657e+002
1.082959310732718e-004	1.000413e+002	1.023694e+002
1.083117713037180e-004	1.000596e+002	1.017507e+002
1.083210551118915e-004	1.000667e+002	1.013385e+002
1.083265818494936e-004	1.000694e+002	1.010714e+002
1.083325624908623e-004	1.000712e+002	1.007618e+002
1.083358005718589e-004	1.000717e+002	1.005757e+002
1.083377643656734e-004	1.000718e+002	1.004279e+002
1.083384783720392e-004	1.000719e+002	1.003247e+002
1.083389267255639e-004	1.000719e+002	1.002075e+002
1.083391822734752e-004	1.000719e+002	1.001179e+002
1.083393391137756e-004	1.000719e+002	1.000581e+002
1.083397027002559e-004	1.000719e+002	9.991393e+001
1.083401219299802e-004	1.000718e+002	9.973915e+001
1.083409603894286e-004	1.000718e+002	9.937260e+001
1.083421703416458e-004	1.000718e+002	9.881238e+001
1.083436966072336e-004	1.000718e+002	9.805305e+001
1.083459081864384e-004	1.000718e+002	9.684866e+001
1.083490492671687e-004	1.000718e+002	9.492715e+001
1.083537379633721e-004	1.000718e+002	9.159555e+001
1.083607811371216e-004	1.000717e+002	8.555110e+001
1.083717455062019e-004	1.000717e+002	7.466125e+001
1.083749312501868e-004	1.000717e+002	7.094584e+001
1.083755949468503e-004	1.000717e+002	7.013801e+001
1.083758604255157e-004	1.000717e+002	6.981076e+001
1.083759267951821e-004	1.000717e+002	6.972886e+001
1.083760595345148e-004	1.000717e+002	6.956565e+001
1.083760927193479e-004	1.000717e+002	6.952814e+001
1.083761590890143e-004	1.000717e+002	6.947282e+001
1.083762918283470e-004	1.000717e+002	6.940846e+001
1.083765573070124e-004	1.000716e+002	6.933166e+001
1.083770882643432e-004	1.000716e+002	6.921609e+001
1.083781501790049e-004	1.000714e+002	6.901892e+001
1.083794252431943e-004	1.000709e+002	6.880347e+001
1.083814616336596e-004	1.000698e+002	6.848373e+001
1.083849897504910e-004	1.000667e+002	6.797568e+001
1.083920459841538e-004	1.000566e+002	6.708068e+001
1.084061584514794e-004	1.000239e+002	6.554538e+001
1.084300792883836e-004	9.994050e+001	6.322731e+001
1.084574044076875e-004	9.979958e+001	6.059856e+001
1.085000000000000e-004	9.951794e+001	5.629636e+001
1.085042595592313e-004	9.948074e+001	5.591990e+001
1.085127786776938e-004	9.940429e+001	5.531483e+001
1.085298169146188e-004	9.924514e+001	5.455679e+001
1.085638933884687e-004	9.891698e+001	5.375588e+001
1.085959553849697e-004	9.860375e+001	5.332850e+001
1.086504761045759e-004	9.806869e+001	5.278217e+001
1.087269924108946e-004	9.731763e+001	5.203175e+001
1.088831363521954e-004	9.578513e+001	5.050287e+001
1.090392802934962e-004	9.425307e+001	4.897457e+001
1.091954242347970e-004	9.272143e+001	4.744685e+001
1.093515681760977e-004	9.119022e+001	4.591972e+001
1.095077121173985e-004	8.965944e+001	4.439317e+001
1.096638560586993e-004	8.812908e+001	4.286720e+001
1.098200000000001e-004	8.659915e+001	4.134181e+001
1.098322770951613e-004	8.648347e+001	4.165933e+001
1.098568312854838e-004	8.626933e+001	4.269833e+001
1.099059396661289e-004	8.591207e+001	4.546312e+001
1.099617546285492e-004	8.561668e+001	4.868959e+001
1.100168446261894e-004	8.543144e+001	5.159877e+001
1.100464653815925e-004	8.537502e+001	5.300510e+001
1.100656597657341e-004	8.535696e+001	5.384807e+001
1.100799748287805e-004	8.535094e+001	5.486111e+001
1.100900970006534e-004	8.534959e+001	5.698716e+001
1.101021270994195e-004	8.534937e+001	6.223060e+001
1.101150610815596e-004	8.534933e+001	7.041319e+001
1.101225393498163e-004	8.534932e+001	7.634909e+001
1.101281396656236e-004	8.534931e+001	8.148537e+001
1.101310861164592e-004	8.534932e+001	8.432542e+001
1.101326365370009e-004	8.534934e+001	8.565936e+001
1.101330475861080e-004	8.534937e+001	8.585497e+001
1.101334833576028e-004	8.534940e+001	8.593323e+001
1.101339008466299e-004	8.534946e+001	8.599848e+001
1.101342945729134e-004	8.534953e+001	8.605555e+001
1.101349528942572e-004	8.534968e+001	8.614548e+001
1.101355490144871e-004	8.534985e+001	8.622271e+001
1.101365674728990e-004	8.535020e+001	8.634679e+001
1.101378145585393e-004	8.535075e+001	8.648773e+001
1.101400468267262e-004	8.535205e+001	8.671338e+001
1.101437860646061e-004	8.535486e+001	8.704031e+001
1.101482387094275e-004	8.535903e+001	8.736858e+001
1.101523944003332e-004	8.536369e+001	8.762382e+001
1.101570740141078e-004	8.536979e+001	8.786195e+001
1.101641356941338e-004	8.538024e+001	8.815994e+001
1.101725359117978e-004	8.539423e+001	8.845208e+001
1.101842296628104e-004	8.541603e+001	8.878674e+001
1.101984180829717e-004	8.544550e+001	8.912328e+001
1.102193157908926e-004	8.549372e+001	8.952597e+001
1.102483671191028e-004	8.556770e+001	8.993130e+001
