X,CH1,Start,Increment
Sequence,Volt,-3.000000e-06,1.000000e-09
0.0e-3,-2.16e+00
1.0e-3,-2.16e+00
2.0e-3,-2.20e+00
3.0e-3,-2.12e+00
4.0e-3,-2.16e+00
5.0e-3,-2.12e+00
6.0e-3,-2.00e+00
7.0e-3,-2.00e+00
8.0e-3,-2.04e+00
9.0e-3,-2.16e+00
10.0e-3,-2.32e+00
11.0e-3,-2.36e+00
12.0e-3,-2.36e+00
13.0e-3,-2.24e+00
14.0e-3,-2.16e+00
15.0e-3,-2.04e+00
16.0e-3,-1.88e+00
17.0e-3,-1.80e+00
18.0e-3,-1.80e+00
19.0e-3,-1.80e+00
20.0e-3,-1.88e+00
21.0e-3,-1.96e+00
22.0e-3,-2.00e+00
23.0e-3,-2.04e+00
24.0e-3,-2.04e+00
25.0e-3,-2.00e+00
26.0e-3,-2.04e+00
27.0e-3,-2.00e+00
28.0e-3,-2.12e+00
29.0e-3,-2.16e+00
30.0e-3,-2.20e+00
31.0e-3,-2.24e+00
32.0e-3,-2.20e+00
33.0e-3,-2.16e+00
34.0e-3,-2.20e+00
35.0e-3,-2.16e+00
36.0e-3,-2.16e+00
37.0e-3,-2.12e+00
38.0e-3,-2.12e+00
39.0e-3,-2.12e+00
40.0e-3,-2.12e+00
41.0e-3,-2.04e+00
42.0e-3,-2.12e+00
43.0e-3,-2.04e+00
44.0e-3,-2.04e+00
45.0e-3,-2.00e+00
46.0e-3,-1.96e+00
47.0e-3,-1.96e+00
48.0e-3,-1.84e+00
49.0e-3,-1.84e+00
50.0e-3,-2.00e+00
51.0e-3,-2.04e+00
52.0e-3,-2.24e+00
53.0e-3,-2.32e+00
54.0e-3,-2.32e+00
55.0e-3,-2.24e+00
56.0e-3,-2.16e+00
57.0e-3,-2.04e+00
58.0e-3,-2.00e+00
59.0e-3,-1.88e+00
60.0e-3,-1.96e+00
61.0e-3,-1.96e+00
62.0e-3,-2.00e+00
63.0e-3,-2.04e+00
64.0e-3,-2.12e+00
65.0e-3,-2.12e+00
66.0e-3,-2.16e+00
67.0e-3,-2.00e+00
68.0e-3,-2.04e+00
69.0e-3,-2.04e+00
70.0e-3,-2.04e+00
71.0e-3,-2.16e+00
72.0e-3,-2.16e+00
73.0e-3,-2.16e+00
74.0e-3,-2.16e+00
75.0e-3,-2.12e+00
76.0e-3,-2.04e+00
77.0e-3,-2.00e+00
78.0e-3,-1.96e+00
79.0e-3,-1.96e+00
80.0e-3,-1.88e+00
81.0e-3,-1.88e+00
82.0e-3,-2.00e+00
83.0e-3,-2.00e+00
84.0e-3,-2.12e+00
85.0e-3,-2.04e+00
86.0e-3,-2.04e+00
87.0e-3,-2.04e+00
88.0e-3,-2.00e+00
89.0e-3,-1.88e+00
90.0e-3,-2.00e+00
91.0e-3,-2.04e+00
92.0e-3,-2.24e+00
93.0e-3,-2.36e+00
94.0e-3,-2.48e+00
95.0e-3,-2.48e+00
96.0e-3,-2.40e+00
97.0e-3,-2.24e+00
98.0e-3,-2.20e+00
99.0e-3,-2.04e+00
100.0e-3,-2.04e+00
101.0e-3,-2.00e+00
102.0e-3,-2.00e+00
103.0e-3,-2.04e+00
104.0e-3,-2.12e+00
105.0e-3,-2.12e+00
106.0e-3,-2.16e+00
107.0e-3,-2.04e+00
108.0e-3,-2.04e+00
109.0e-3,-1.96e+00
110.0e-3,-1.96e+00
111.0e-3,-1.96e+00
112.0e-3,-2.00e+00
113.0e-3,-2.00e+00
114.0e-3,-2.04e+00
115.0e-3,-2.00e+00
116.0e-3,-2.00e+00
117.0e-3,-1.96e+00
118.0e-3,-1.96e+00
119.0e-3,-1.88e+00
120.0e-3,-1.88e+00
121.0e-3,-1.88e+00
122.0e-3,-2.00e+00
123.0e-3,-2.04e+00
124.0e-3,-2.16e+00
125.0e-3,-2.20e+00
126.0e-3,-2.20e+00
127.0e-3,-2.16e+00
128.0e-3,-2.12e+00
129.0e-3,-2.04e+00
130.0e-3,-2.04e+00
131.0e-3,-1.96e+00
132.0e-3,-2.00e+00
133.0e-3,-2.04e+00
134.0e-3,-2.16e+00
135.0e-3,-2.24e+00
136.0e-3,-2.32e+00
137.0e-3,-2.32e+00
138.0e-3,-2.32e+00
139.0e-3,-2.20e+00
140.0e-3,-2.16e+00
141.0e-3,-2.00e+00
142.0e-3,-1.88e+00
143.0e-3,-1.84e+00
144.0e-3,-1.80e+00
145.0e-3,-1.80e+00
146.0e-3,-1.88e+00
147.0e-3,-1.88e+00
148.0e-3,-2.00e+00
149.0e-3,-1.96e+00
150.0e-3,-1.96e+00
151.0e-3,-2.00e+00
152.0e-3,-2.04e+00
153.0e-3,-2.12e+00
154.0e-3,-2.24e+00
155.0e-3,-2.24e+00
156.0e-3,-2.32e+00
157.0e-3,-2.20e+00
158.0e-3,-2.16e+00
159.0e-3,-2.16e+00
160.0e-3,-2.12e+00
161.0e-3,-2.04e+00
162.0e-3,-2.12e+00
163.0e-3,-2.04e+00
164.0e-3,-2.16e+00
165.0e-3,-2.12e+00
166.0e-3,-2.12e+00
167.0e-3,-2.12e+00
168.0e-3,-2.04e+00
169.0e-3,-2.00e+00
170.0e-3,-2.04e+00
171.0e-3,-1.96e+00
172.0e-3,-1.88e+00
173.0e-3,-1.88e+00
174.0e-3,-2.00e+00
175.0e-3,-2.12e+00
176.0e-3,-2.20e+00
177.0e-3,-2.24e+00
178.0e-3,-2.32e+00
179.0e-3,-2.16e+00
180.0e-3,-2.12e+00
181.0e-3,-1.96e+00
182.0e-3,-1.88e+00
183.0e-3,-1.84e+00
184.0e-3,-1.84e+00
185.0e-3,-1.88e+00
186.0e-3,-2.04e+00
187.0e-3,-2.12e+00
188.0e-3,-2.20e+00
189.0e-3,-2.20e+00
190.0e-3,-2.12e+00
191.0e-3,-2.04e+00
192.0e-3,-2.00e+00
193.0e-3,-2.00e+00
194.0e-3,-2.04e+00
195.0e-3,-2.04e+00
196.0e-3,-2.16e+00
197.0e-3,-2.12e+00
198.0e-3,-2.12e+00
199.0e-3,-2.04e+00
200.0e-3,-2.00e+00
201.0e-3,-1.96e+00
202.0e-3,-1.96e+00
203.0e-3,-1.88e+00
204.0e-3,-1.96e+00
205.0e-3,-1.96e+00
206.0e-3,-2.00e+00
207.0e-3,-2.04e+00
208.0e-3,-2.04e+00
209.0e-3,-2.04e+00
210.0e-3,-2.12e+00
211.0e-3,-2.04e+00
212.0e-3,-2.04e+00
213.0e-3,-1.96e+00
214.0e-3,-1.96e+00
215.0e-3,-2.00e+00
216.0e-3,-2.12e+00
217.0e-3,-2.20e+00
218.0e-3,-2.40e+00
219.0e-3,-2.40e+00
220.0e-3,-2.48e+00
221.0e-3,-2.36e+00
222.0e-3,-2.24e+00
223.0e-3,-2.16e+00
224.0e-3,-2.00e+00
225.0e-3,-1.88e+00
226.0e-3,-1.96e+00
227.0e-3,-1.88e+00
228.0e-3,-1.96e+00
229.0e-3,-2.00e+00
230.0e-3,-2.00e+00
231.0e-3,-2.04e+00
232.0e-3,-1.96e+00
233.0e-3,-1.88e+00
234.0e-3,-1.96e+00
235.0e-3,-1.88e+00
236.0e-3,-2.04e+00
237.0e-3,-2.12e+00
238.0e-3,-2.20e+00
239.0e-3,-2.20e+00
240.0e-3,-2.16e+00
241.0e-3,-2.04e+00
242.0e-3,-2.04e+00
243.0e-3,-1.96e+00
244.0e-3,-1.96e+00
245.0e-3,-1.88e+00
246.0e-3,-1.88e+00
247.0e-3,-1.96e+00
248.0e-3,-2.04e+00
249.0e-3,-2.12e+00
250.0e-3,-2.20e+00
251.0e-3,-2.16e+00
252.0e-3,-2.20e+00
253.0e-3,-2.12e+00
254.0e-3,-2.00e+00
255.0e-3,-1.96e+00
256.0e-3,-1.96e+00
257.0e-3,-2.00e+00
258.0e-3,-2.16e+00
259.0e-3,-2.24e+00
260.0e-3,-2.36e+00
261.0e-3,-2.32e+00
262.0e-3,-2.20e+00
263.0e-3,-2.12e+00
264.0e-3,-1.96e+00
265.0e-3,-1.84e+00
266.0e-3,-1.80e+00
267.0e-3,-1.72e+00
268.0e-3,-1.84e+00
269.0e-3,-1.88e+00
270.0e-3,-1.96e+00
271.0e-3,-2.04e+00
272.0e-3,-2.04e+00
273.0e-3,-2.00e+00
274.0e-3,-2.00e+00
275.0e-3,-1.96e+00
276.0e-3,-2.00e+00
277.0e-3,-2.04e+00
278.0e-3,-2.16e+00
279.0e-3,-2.20e+00
280.0e-3,-2.20e+00
281.0e-3,-2.16e+00
282.0e-3,-2.20e+00
283.0e-3,-2.16e+00
284.0e-3,-2.20e+00
285.0e-3,-2.12e+00
286.0e-3,-2.12e+00
287.0e-3,-2.12e+00
288.0e-3,-2.12e+00
289.0e-3,-2.12e+00
290.0e-3,-2.16e+00
291.0e-3,-2.12e+00
292.0e-3,-2.16e+00
293.0e-3,-2.04e+00
294.0e-3,-2.00e+00
295.0e-3,-1.96e+00
296.0e-3,-1.88e+00
297.0e-3,-1.80e+00
298.0e-3,-1.88e+00
299.0e-3,-1.96e+00
300.0e-3,-2.12e+00
301.0e-3,-2.20e+00
302.0e-3,-2.24e+00
303.0e-3,-2.24e+00
304.0e-3,-2.20e+00
305.0e-3,-2.04e+00
306.0e-3,-2.00e+00
307.0e-3,-1.84e+00
308.0e-3,-1.84e+00
309.0e-3,-1.80e+00
310.0e-3,-1.84e+00
311.0e-3,-1.96e+00
312.0e-3,-2.00e+00
313.0e-3,-2.04e+00
314.0e-3,-2.12e+00
315.0e-3,-2.00e+00
316.0e-3,-2.04e+00
317.0e-3,-2.00e+00
318.0e-3,-2.04e+00
319.0e-3,-2.12e+00
320.0e-3,-2.16e+00
321.0e-3,-2.16e+00
322.0e-3,-2.24e+00
323.0e-3,-2.16e+00
324.0e-3,-2.16e+00
325.0e-3,-2.04e+00
326.0e-3,-1.96e+00
327.0e-3,-1.88e+00
328.0e-3,-1.84e+00
329.0e-3,-1.80e+00
330.0e-3,-1.88e+00
331.0e-3,-1.88e+00
332.0e-3,-2.00e+00
333.0e-3,-2.00e+00
334.0e-3,-2.04e+00
335.0e-3,-2.04e+00
336.0e-3,-2.00e+00
337.0e-3,-1.88e+00
338.0e-3,-1.88e+00
339.0e-3,-1.88e+00
340.0e-3,-2.12e+00
341.0e-3,-2.20e+00
342.0e-3,-2.36e+00
343.0e-3,-2.48e+00
344.0e-3,-2.40e+00
345.0e-3,-2.32e+00
346.0e-3,-2.24e+00
347.0e-3,-2.12e+00
348.0e-3,-2.04e+00
349.0e-3,-1.96e+00
350.0e-3,-1.96e+00
351.0e-3,-1.96e+00
352.0e-3,-2.00e+00
353.0e-3,-2.04e+00
354.0e-3,-2.16e+00
355.0e-3,-2.12e+00
356.0e-3,-2.04e+00
357.0e-3,-1.96e+00
358.0e-3,-1.96e+00
359.0e-3,-1.96e+00
